gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
2726893850																										OBS930818254										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS930818254	OBS930818254		obsr1636031		1											PRESENT																			2003-06-10T00:00:00				2003	6	10												EUROPE				GB	Scotland	Highland		Loch Ruthven RSPB Reserve									57.320435	-4.285346																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:07.327Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:07.327Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2726420702																										OBS935985899										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS935985899	OBS935985899		obsr3541													PRESENT																			2005-06-22T00:00:00				2005	6	22												EUROPE				GB	Scotland	Highland		Boat of Garten									57.249973	-3.751718																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:21:13.527Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:21:13.527Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2726346115																										OBS874425850										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS874425850	OBS874425850		obsr400621		1											PRESENT																			1986-07-30T00:00:00				1986	7	30												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:06:41.586Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:06:41.586Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2726336062																										OBS931381119										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS931381119	OBS931381119		obsr1636031		1											PRESENT																			2003-06-16T00:00:00				2003	6	16												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:09:16.234Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:09:16.234Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2726330776																										OBS925252641										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS925252641	OBS925252641		obsr1636031		1											PRESENT																			1999-06-25T00:00:00				1999	6	25												EUROPE				GB	Scotland	Highland		Loch an Eilein (Kinrara)									57.146545	-3.824111																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:19.996Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:19.996Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725597840																										OBS903366848										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS903366848	OBS903366848		obsr1201030		1											PRESENT																			1993-05-15T00:00:00				1993	5	15												EUROPE				GB	Scotland	Highland		Loch Garten									57.245865	-3.699498																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:07.728Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:07.728Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725537434																										OBS855272145										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS855272145	OBS855272145		obsr1284425													PRESENT																			1981-06-05T00:00:00				1981	6	5												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:20:14.006Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:20:14.006Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725327262																										OBS847890194										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS847890194	OBS847890194		obsr450760		6											PRESENT																			2003-02-22T00:00:00				2003	2	22												EUROPE				GB	Scotland	Highland		Abernethy Forest									57.24098	-3.672695																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:10.187Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:10.187Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725312014																										OBS889799175										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS889799175	OBS889799175		obsr497887		10											PRESENT																			1981-06-13T00:00:00				1981	6	13												EUROPE				GB	Scotland	Highland		Kingussie area									57.05529	-4.036337																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:08:42.183Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:08:42.183Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725216794																										OBS874197021										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS874197021	OBS874197021		obsr400621		6											PRESENT																			1986-07-25T00:00:00				1986	7	25												EUROPE				GB	Scotland	Highland		Loch an Eilein (Kinrara)									57.146545	-3.824111																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:21:15.057Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:21:15.057Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725196336																										OBS851388008										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS851388008	OBS851388008		obsr86041		30											PRESENT																			2016-05-27T00:00:00				2016	5	27												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:08:48.385Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:08:48.385Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2725056632																										OBS909878442										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS909878442	OBS909878442		obsr263144													PRESENT																			1995-07-22T00:00:00				1995	7	22												EUROPE				GB	Scotland	Highland		Loch Vaa									57.234848	-3.801033																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:09:16.304Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:09:16.304Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724856300																										OBS939061353										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS939061353	OBS939061353		obsr1636031													PRESENT																			2006-02-22T00:00:00				2006	2	22												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:04:33.910Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:04:33.910Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724774136																										OBS906245191										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS906245191	OBS906245191		obsr1327864													PRESENT																			1982-05-30T00:00:00				1982	5	30												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:26:15.315Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:26:15.315Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724672301																										OBS919808856										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS919808856	OBS919808856		obsr918130													PRESENT																			2002-05-04T00:00:00				2002	5	4												EUROPE				GB	Scotland	Highland		Loch Garten RSPB Reserve									57.243744	-3.695462																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:15.643Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:15.643Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724556920																										OBS852082332										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS852082332	OBS852082332		obsr513447		2											PRESENT																			1984-07-15T00:00:00				1984	7	15												EUROPE				GB	Scotland	Highland		Glenmore Forest Park									57.16122	-3.682799																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:08:15.648Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:08:15.648Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724318837																										OBS917747128										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS917747128	OBS917747128		obsr1298354													PRESENT																			2017-03-06T00:00:00				2017	3	6												EUROPE				GB	Scotland	Highland		Anagach Wood									57.3296	-3.591049																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:04:29.480Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:04:29.480Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2724255924																										OBS936344495										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS936344495	OBS936344495		obsr1323780		4											PRESENT																			1994-05-16T00:00:00				1994	5	16												EUROPE				GB	Scotland	Highland		Loch Beinn A'mheadhoin									57.273586	-4.949311																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:26:13.831Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:26:13.831Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2723778166																										OBS843700850										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS843700850	OBS843700850		obsr805835		15											PRESENT																			2002-08-11T00:00:00				2002	8	11												EUROPE				GB	Scotland	Highland		Lairig Ghru									57.094883	-3.70118																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:19:23.858Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:19:23.858Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2723743183																										OBS849852278										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS849852278	OBS849852278		obsr657243		4											PRESENT																			2015-10-04T00:00:00				2015	10	4												EUROPE				GB	Scotland	Highland		Loch an Eilein (Kinrara)									57.146545	-3.824111																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:24:48.300Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:24:48.300Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2723687072																										OBS841242785										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS841242785	OBS841242785		obsr1208319		7											PRESENT																			2017-01-16T00:00:00				2017	1	16												EUROPE				GB	Scotland	Highland		Anagach Wood									57.3296	-3.591049																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:25:33.227Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:25:33.227Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2723678405																										OBS831341885										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS831341885	OBS831341885		obsr1396377		2											PRESENT																			2009-05-25T00:00:00				2009	5	25												EUROPE				GB	Scotland	Highland		Avielochan									57.226593	-3.812163																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:08:41.423Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:08:41.423Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2723462928																										OBS900696115										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS900696115	OBS900696115		obsr358384		20											PRESENT																			1978-07-03T00:00:00				1978	7	3												EUROPE				GB	Scotland	Highland		Loch Morlich									57.163353	-3.712835																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:09:00.731Z								COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:09:00.731Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
2722806101																										OBS854296792										CC_BY_4_0																							CLO	EBIRD			HUMAN_OBSERVATION				URN:catalog:CLO:EBIRD:OBS854296792	OBS854296792		obsr947278													PRESENT																			2009-07-17T00:00:00				2009	7	17												EUROPE				GB	Scotland	Highland		Applecross									57.413467	-5.714808																																																	avibase-74FCC44D	Loxia scotica Hartert, 1904								Animalia	Chordata	Aves	Passeriformes	Fringillidae		Loxia	Loxia			scotica			SPECIES		Scottish Crossbill		ACCEPTED			4fa7b334-ce0d-4e88-aaae-2e0c138d049e	GB	2023-01-24T15:25:45.270Z								CONTINENT_DERIVED_FROM_COORDINATES		true	false	2494177	2494177	1	44	212	729	5242	2494150		2494177	Loxia scotica	Loxia scotica Hartert, 1904	Loxia scotica		DWC_ARCHIVE	2023-01-24T15:25:45.270Z	2022-03-02T17:41:33.833Z	false		GBR	United Kingdom	GBR.3_1	Scotland	GBR.3.17_1	Highland	GBR.3.17.1_1	Highland	LC	
